timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-24T15:30:31,new_runner_experiment,cace9c04-b157-4f9f-ae49-8bcaa8d1c880,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.002517541986890137,1.428351665043223e-08,5.673596200108001e-06,62.97724542440246,0.0,141.21232795715332,2.2735573744839255e-08,0,3.063640856764712e-08,5.337198231248637e-08,Netherlands,NLD,,,,Linux-5.15.0-119-generic-x86_64-with-glibc2.35,3.10.14,2.7.1,32,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,,,,,376.5662078857422,machine,N,1.0
