timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-24T15:30:33,new_runner_experiment,a0dd1310-b6e5-4f5f-ba93-8643ffe051e9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0020776920719072223,1.087117410262679e-08,5.232331705750588e-06,50.69221344599423,0.0,141.21232795715332,1.532667892774342e-08,0,2.5294697874712242e-08,4.062137680245566e-08,Netherlands,NLD,,,,Linux-5.15.0-119-generic-x86_64-with-glibc2.35,3.10.14,2.7.1,32,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,,,,,376.5662078857422,machine,N,1.0
