timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-24T15:30:37,new_runner_experiment,96bf1fe9-7efc-4d1c-8a09-1cc4ec5b305a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0025063659995794296,1.4997003418799456e-08,5.9835648190711035e-06,63.90554869379682,0.0,141.21232795715332,2.387168576353793e-08,0,3.216632089809472e-08,5.603800666163265e-08,Netherlands,NLD,,,,Linux-5.15.0-119-generic-x86_64-with-glibc2.35,3.10.14,2.7.1,32,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,,,,,376.5662078857422,machine,N,1.0
